Timestamp,Enter your three-letter initials here.,Choose the collector's name and culture that this recording comes from.,"Enter the filenames of all original audio files associated with this subject (i.e., the person whose vocalizations are being recorded).","Are there any additional files associated with this subject? If so, enter their filenames.",What is this subject's unique identifier?,Which of the following samples are present?,Which recording will you be using? (MS or XY),Note any exceptions when choosing MS or XY,What time of day were the samples recorded?,What is the gender of the singer/speaker?,Which of the following roles of the singer/speaker does the researcher indicate?,"Is an infant present, as specified by the researcher?",What is the gender of the infant?,What is the relationship between the subject and the infant?,What is the age of the infant (in months)?,Is the age of the infant estimated by the researcher?,"In general, did you have trouble hearing the subject's vocalizations?",Are there any of the following sounds audible in addition to the subject and the researcher?,How much of an issue was background noise in hearing the subject's vocalizations?,How loud was the subject's vocalization?,Describe any problems with the audio here.,Note any additional information provided by the researcher about these recordings.,"Notes from 2nd coder. Please format notes with the sample name, description of notes, and your personal three letter identifier (e.g. ""WEL01A: Clipped out 1 second at the end to remove researcher's voice. CMB; WEL01C: Removed 2 seconds of silence from the beginning of the clip. CMB"")"
9/10/2018 16:11:48,CMB,Anfolk - Turku (Swedish),010-swedish .WAV,,TUR20,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,Yes,Not specified,Not specified,3,No,No,Infant(s),1,4,,,
9/25/2018 15:33:00,NLR,Salali - Mbendjele (Republic of Congo),"SR002MS.WAV, SR002XY.WAV",,MBE02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,24,Yes,No,"Infant(s), Adult(s)",1,4,"The infant-directed speech seems to be interrupted by adults speaking with each other. The adult-directed song is called a molimo, and it only lasted a few seconds. ",,
9/25/2018 15:33:16,NLC,Atkinson & Vardy - Vanuatu,SR001MS.WAV SR001XY.WAV,N/A,VAN01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,,Yes,Not specified,Not specified,9,No,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,4,,,
9/25/2018 17:24:05,NLC,Atkinson & Vardy - Vanuatu,"SR002XY.WAV, SR002MS.WAV",,VAN02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,,Yes,Male,Not specified,36,No,No,"Child or children, Outdoor sounds (e.g. birds, trees rustling)",3,2,,"This songs in this clip are being sung to a 3 year old-- not an infant. The adult directed song is a ""custom dance"" song.",
9/25/2018 17:46:39,NLC,Atkinson & Vardy - Vanuatu,"SR003MS.WAV, SR003XY.WAV",,VAN03,"Infant-directed song, Infant-directed speech",MS,,,Female,No relation to any infants,Yes,Not specified,Not specified,24,No,Yes,"Child or children, Outdoor sounds (e.g. birds, trees rustling)",5,3,The infant directed speech is continuously masked and interrupted by laughter from other children,,
10/1/2018 16:59:06,NLR,Salali - Mbendjele (Republic of Congo),"SR004MS.WAV, SR004XY.WAV",,MBE02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Male,Mother of infant,42,Yes,No,"Infant(s), Adult(s)",1,5,,,
10/1/2018 17:17:05,NLR,Salali - Mbendjele (Republic of Congo),"SR005MS.WAV, SR005XY.WAV",,MBE03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,36,Yes,No,"Infant(s), Child or children, Adult(s)",3,5,The clips are small because there were many interjection from two other children sitting nearby,,
10/1/2018 17:35:37,NLR,Salali - Mbendjele (Republic of Congo),"SR006MS.WAV, SR006XY.WAV",,MBE04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,Yes,Female,Father of infant,10,Yes,No,"Infant(s), Child or children, Adult(s)",5,4,"In MBE04D, there were many interjections by other children primarily. Generally, there are many voices that overlap with the subject.",,
10/1/2018 17:46:01,NLR,Salali - Mbendjele (Republic of Congo),"SR007MS.WAV, SR007XY.WAV",,MBE05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,4,No,No,"Child or children, Outdoor sounds (e.g. birds, trees rustling)",2,5,,,
10/1/2018 17:57:37,NLR,Salali - Mbendjele (Republic of Congo),"SR008MS.WAV, SR008XY.WAV",,MBE06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,2 adults,9,Yes,No,"Adult(s), Outdoor sounds (e.g. birds, trees rustling)",1,5,,,
10/3/2018 13:13:18,NLC,Atkinson & Vardy - Vanuatu,"SR004MS.WAV, SR004XY.WAV",,VAN04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,18,Yes,No,"Child or children, Outdoor sounds (e.g. birds, trees rustling)",2,3,,,
10/3/2018 13:44:59,NLC,Atkinson & Vardy - Vanuatu,"SR005MS.WAV, SR005XY.WAV",,VAN05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,17,No,No,"Child or children, Outdoor sounds (e.g. birds, trees rustling)",1,5,,"The ""adult directed song"" is actually to get children to stop playing ",
10/3/2018 14:16:15,NLC,Atkinson & Vardy - Vanuatu,"SR006MS.WAV, SR006XY.WAV",,VAN06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Not specified,Mother of infant,8,No,No,Child or children,1,4,,,
10/3/2018 14:55:28,NLC,Atkinson & Vardy - Vanuatu,"SR007MS.WAV, SR007XY.WAV",,VAN07,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Not specified,Mother of infant,24,Yes,No,"Adult(s), Outdoor sounds (e.g. birds, trees rustling)",1,4,,"The adult directed song is a non religious ""New Years"" song",
10/3/2018 15:20:30,NLC,Atkinson & Vardy - Vanuatu,"SR008XY.WAV, SR008MS.WAV",,VAN08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,15,No,No,"Child or children, Adult(s), Outdoor sounds (e.g. birds, trees rustling)",3,4,,The adult directed song was a church song,
10/5/2018 13:46:37,NLC,Atkinson & Vardy - Vanuatu,"SR009MS.WAV, SR009XY.WAV",,VAN09,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Male,Mother of infant,48,No,No,"Adult(s), Outdoor sounds (e.g. birds, trees rustling)",1,4,,,
10/5/2018 14:06:29,NLC,Atkinson & Vardy - Vanuatu,"SR010MS.WAV, SR010XY.WAV",,VAN10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,Yes,Female,Father of infant,18,No,No,"Child or children, Adult(s), Outdoor sounds (e.g. birds, trees rustling)",3,4,,,
10/5/2018 14:40:49,NLC,Atkinson & Vardy - Vanuatu,"SR011MS.WAV, SR011XY.WAV",,VAN11,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,No,,,,,No,Adult(s),4,4,The infant directed speech is consistently interrupted by laughter and long pauses therefore I only cut a short section without laughter,,
10/5/2018 15:12:31,NLC,Atkinson & Vardy - Vanuatu,"SR012MS.WAV, SR012XY.WAV",,VAN12,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,3,No,No,"Child or children, Adult(s)",1,4,,The adult directed song is a church song,
10/5/2018 15:46:00,NLC,Atkinson & Vardy - Vanuatu,"SR013MS.WAV, SR013XY.WAV",,VAN13,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Female,Mother,Yes,Not specified,Mother of infant,12,No,No,Infant(s),1,4,,,
10/5/2018 16:03:48,NLC,Atkinson & Vardy - Vanuatu,"SR014MS.WAV, SR014XY.WAV",,VAN14,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,48,Yes,No,"Adult(s), Outdoor sounds (e.g. birds, trees rustling)",1,4,,The adult directed song is a local dance song for fun,
10/9/2018 11:24:05,LXN,Stieglitz - Tsimane (Bolivia),"SR001MS.WAV, SR001XY.WAV, SR002MS.WAV, SR002XY.WAV, SR003MS.WAV, SR003XY.WAV, SR004MS.WAV, SR004XY.WAV",ids sample 24_7_2018_shared.xlsx,TSI01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,Yes,Not specified,Not specified,16,Yes,No,No other sounds are audible; this is a pristine recording,1,5,,religious song - bible,
10/9/2018 11:55:21,LXN,Stieglitz - Tsimane (Bolivia),"SR005MS.WAV, SR005XY.WAV, SR006MS.WAV, SR006XY.WAV, SR007MS.WAV, SR007XY.WAV, SR008MS.WAV, SR008XY.WAV",ids sample 24_7_2018_shared.xlsx,TSI02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,No,,,,,No,"Infant(s), Adult(s)",1,4,"The beginning of SR005XY.WAV had muffled adult voices, and the end of SR008XY.WAV had an infant crying. ",song for party/while drinking (no mention of dance),
10/9/2018 12:20:27,LXN,Stieglitz - Tsimane (Bolivia),"SR009MS.WAV, SR009XY.WAV, SR010MS.WAV, SR010XY.WAV, SR011MS.WAV, SR011XY.WAV, SR012MS.WAV, SR012XY.WAV",ids sample 24_7_2018_shared.xlsx,TSI03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,Yes,Not specified,Not specified,18,Yes,No,Infant(s),1,4,,religious song-bible,
10/9/2018 12:30:30,NLR,Salali - Mbendjele (Republic of Congo),"SR009MS.WAV, SR009XY.WAV",,MBE07,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,5,Yes,No,"Child or children, Adult(s), Indoor sounds (e.g. running appliances, echoes that indicate a large room)",2,5,,,
10/9/2018 12:42:53,NLR,Salali - Mbendjele (Republic of Congo),"SR011XY.WAV, SR011MS.WAV",,MBE08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Female,Mother of infant,12,Yes,No,"Infant(s), Adult(s)",2,5,,,
10/9/2018 12:44:01,LXN,Stieglitz - Tsimane (Bolivia),"SR013MS.WAV, SR013XY.WAV, SR014MS.WAV, SR014XY.WAV, SR015MS.WAV, SR015XY.WAV, SR016MS.WAV, SR016XY.WAV, SR017MS.WAV, SR017XY.WAV, SR018MS.WAV, SR018XY.WAV,",ids sample 24_7_2018_shared.xlsx,TSI04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,No,,,,,No,"Outdoor sounds (e.g. birds, trees rustling)",1,5,,"Use file SR017 over SR013, and SR018 over SR015; work song-while working alone (ie singing to self)",
10/9/2018 12:54:16,NLR,Salali - Mbendjele (Republic of Congo),"SR012XY.WAV, SR012MS.WAV",,MBE08,Adult-directed speech,MS,,,Female,Mother,Yes,Female,Mother of infant,12,Yes,No,Infant(s),5,4,Infant is really loud,These files go along with MBE08 for elaboration of the adult-directed speech. ,
10/9/2018 13:20:31,LXN,Stieglitz - Tsimane (Bolivia),"SR019MS.WAV, SR019XY.WAV, SR020MS.WAV, SR020XY.WAV, SR021MS.WAV, SR021XY.WAV, SR022MS.WAV, SR022XY.WAV, SR023MS.WAV, SR023XY.WAV",ids sample 24_7_2018_shared.xlsx,TSI05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,No,,,,,No,"Outdoor sounds (e.g. birds, trees rustling)",1,5,,Use file SR020 over SR019; song for party/while drinking (no mention of dance),
10/9/2018 13:38:41,LXN,Stieglitz - Tsimane (Bolivia),"SR024MS.WAV, SR024XY.WAV, SR025MS.WAV, SR025XY.WAV, SR026MS.WAVM SR026XY.WAV, SR027MS.WAV, SR027XY.WAV",ids sample 24_7_2018_shared.xlsx,TSI06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,Yes,Not specified,Not specified,24,Yes,No,"Adult(s), Outdoor sounds (e.g. birds, trees rustling)",1,5,,religious song-bible,
10/9/2018 13:41:12,NLR,Salali - Mbendjele (Republic of Congo),"SR013MS.WAV, SR013XY.WAV",,MBE09,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,24,Yes,No,"Infant(s), Child or children, Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,5,,,
10/9/2018 14:18:46,NLR,Salali - Mbendjele (Republic of Congo),"SR014MS.WAV, SR014XY.WAV",,MBE10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,11,Yes,No,Adult(s),1,5,,,
10/9/2018 14:30:16,LXN,Stieglitz - Tsimane (Bolivia),"SR028MS.WAV, SR028XY.WAV, SR029MS.WAV, SR029XY.WAV, SR030MS.WAV, SR030XY.WAV, SR031MS.WAV, SR031XY.WAV, SR032MS.WAV, SR032XY.WAV",ids sample 24_7_2018_shared.xlsx,TSI07,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,No,,,,,No,"Outdoor sounds (e.g. birds, trees rustling)",1,5,,Researcher provided two recordings for infant-directed song and instructed use of SR029XY.WAV over SR028XY.WAV; researcher also indicated presence of child (84 months); song for party/while drinking (no mention of dance),
10/9/2018 14:40:06,NLC,Atkinson & Vardy - Vanuatu,"SR015MS.WAV, SR015XY.WAV",,VAN15,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,Yes,Male,Father of infant,48,Yes,No,Adult(s),3,3,,"Child is a 4 year old, not an ""infant"", adult directed song is a dance song",
10/9/2018 14:42:03,NLR,Salali - Mbendjele (Republic of Congo),"SR015MS.WAV, SR015XY.WAV",,MBE11,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,5,Yes,No,"Child or children, Adult(s)",1,5,,,
10/9/2018 14:53:21,LXN,Stieglitz - Tsimane (Bolivia),"SR033MS.WAV, SR033XY.WAV, SR034MS.WAV, SR034XY.WAV, SR035MS.WAV, SR035XY.WAV, SR036MS.WAV, SR036XY.WAV, SR037MS.WAV, SR037XY.WAV, SR038MS.WAV, SR038XY.WAV",ids sample 24_7_2018_shared.xlsx,TSI08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,No,,,,,No,"Child or children, Outdoor sounds (e.g. birds, trees rustling)",1,5,,Researcher indicated use of SR035XY.WAV over SR034XY.WAV and SR037XY.WAV over SR036XY.WAV for repeated recordings; child (60 months) was present; song for party/while drinking (no mention of dance),
10/9/2018 14:53:47,NLR,Salali - Mbendjele (Republic of Congo),"SR016MS.WAV, SR016XY.WAV",,MBE12,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,9,Yes,No,Adult(s),1,5,,,
10/9/2018 15:05:44,LXN,Stieglitz - Tsimane (Bolivia),"SR039MS.WAV, SR039XY.WAV, SR040MS.WAV, SR040XY.WAV, SR041MS.WAV, SR041XY.WAV, SR042MS.WAV, SR042XY.WAV, SR043MS.WAV, SR043XY.WAV",ids sample 24_7_208_shared.xlsx,TSI09,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,No,,,,,No,"Outdoor sounds (e.g. birds, trees rustling)",2,4,,Researcher indicated use of SR041XY.WAV over SR040XY.WAV for infant-directed speech; song for night-time; when hanging out before bed,
10/9/2018 15:09:04,NLC,Atkinson & Vardy - Vanuatu,"SR016MS.WAV, SR016XY.WAV",,VAN16,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,No,,,,,No,"Child or children, Adult(s), Outdoor sounds (e.g. birds, trees rustling)",3,5,,"Child present is  a 6 year old, Female singer is the mother of the child, adult directed song is a church song, adult directed speech didnt seem prompted by the researcher but occured anyway",
10/9/2018 15:26:46,LXN,Stieglitz - Tsimane (Bolivia),"SR044MS.WAV, SR044XY.WAV, SR045MS.WAV, SR045XY.WAV, SR046MS.WAV, SR046XY.WAV, SR047MS.WAV, SR047XY.WAV, SR048MS.WAV, SR048XY.WAV, SR049MS.WAV, SR049XY.WAV, SR050MS.WAV, SR050XY.WAV",ids sample 24_7_2018_shared.xlsx,TSI10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,Yes,Not specified,Not specified,7,Yes,No,Infant(s),3,4,End of infant-directed speech was almost inaudible because infant was wailing,"Multiple recordings of infant-directed song and adult-directed speech, but research indicated use of SR046XY.WAV over SR044XY.WAV and SR045XY.WAV and SR050XY.WAV over SR049.WAV; religious song-bible",
10/9/2018 15:31:03,NLC,Atkinson & Vardy - Vanuatu,"SR017MS.WAV, SR017XY.WAV",,VAN17,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,12,No,No,Adult(s),2,4,,Adult directed song was in English and it was a church song,
10/9/2018 15:46:29,LXN,Stieglitz - Tsimane (Bolivia),"SR051MS.WAV, SR051XY.WAV, SR052MS.WAV, SR052XY.WAV, SR053MS.WAV, SR053XY.WAV, SR054MS.WAV, SR054XY.WAV, SR055MS.WAV, SR055XY.WAV",ids sample 24_7_2018_shared.xlsx,TSI11,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,No,,,,,No,Adult(s),2,5,,"Multiple recordings were provided for adult-directed song, but researcher indicated use of SR054XY.WAV over SR053XY.WAV; ""taking a mistress, sung in front of his wife! among others""",
10/9/2018 15:55:28,LXN,Stieglitz - Tsimane (Bolivia),"SR056MS.WAV, SR056XY.WAV, SR057MS.WAV, SR057XY.WAV, SR058MS.WAV, SR058XY.WAV, SR059MS.WAV, SR059XY.WAV",ids sample 24_7_2018_shared.xlsx,TSI12,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Not specified,,No,,,,,No,Adult(s),1,5,,song for party/while drinking (no mention of dance),
10/9/2018 15:56:57,NLC,Atkinson & Vardy - Vanuatu,"SR018MS.WAV, SR018XY.WAV",,VAN18,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,Yes,Male,Father of infant,18,Yes,No,"Child or children, Adult(s), Outdoor sounds (e.g. birds, trees rustling)",1,4,,,
10/9/2018 16:04:28,LXN,Stieglitz - Tsimane (Bolivia),"SR060MS.WAV, SR060XY.WAV, SR061MS.WAV, SR061XY.WAV, SR062MS.WAV, SR062XY.WAV, SR063MS.WAV, SR063XY.WAV",ids sample 24_7_2018_shared.xlsx,TSI13,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",XY,,,Not specified,,No,,,,,No,Child or children,1,5,,song for party/while drinking (no mention of dance),
10/9/2018 16:23:40,NLC,Atkinson & Vardy - Vanuatu,"SR019MS.WAV, SR019XY.WAV",,VAN19,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,24,No,No,"Child or children, Adult(s), Outdoor sounds (e.g. birds, trees rustling)",1,4,,,
10/9/2018 16:41:19,NLC,Atkinson & Vardy - Vanuatu,"SR020MS.WAV, SR020XY.WAV",,VAN20,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,No,,,,,No,"Child or children, Adult(s), Outdoor sounds (e.g. birds, trees rustling)",1,3,,Child of singer present is a 3 year old. The child directed speech is intended to make the child afraid to cry. Adult directed song is a custom dance,
10/9/2018 17:07:27,NLC,Atkinson & Vardy - Vanuatu,"SR021MS.WAV, SR021XY.WAV",,VAN21,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,No,,,,,No,"Child or children, Outdoor sounds (e.g. birds, trees rustling)",2,3,,"Child present with his father is 2 and a half years old, not an infant. The child directed song was used by other subjects as the adult directed song since it is a custom dance song. Purpose of child directed speech was a distraction (""Look at the___"").",
10/9/2018 17:21:18,NLC,Atkinson & Vardy - Vanuatu,"SR022MS.WAV, SR022XY.WAV",,VAN22,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,24,Yes,No,"Child or children, Outdoor sounds (e.g. birds, trees rustling)",1,4,,The child directed speech is intended to scare the child,
10/9/2018 17:37:40,NLC,Atkinson & Vardy - Vanuatu,"SR023MS.WAV, SR023XY.WAV",,VAN23,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,Yes,Female,Father of infant,13,No,No,"Child or children, Adult(s), Outdoor sounds (e.g. birds, trees rustling)",3,2,Soft but still distinct,Uses what is usually a custom dance song for the child directed song. Child directed speech is intended to distract the child,
10/11/2018 11:26:02,NLR,Salali - Mbendjele (Republic of Congo),"SR017MS.WAV, SR017XY.WAV",,MBE13,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,6,Yes,No,Adult(s),2,5,"During the speech directed to the infant, the husband was also speaking to the infant. ",,
10/11/2018 11:36:17,NLR,Salali - Mbendjele (Republic of Congo),"SR018MS.WAV, SR018XY.WAV",,MBE14,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Male,Father,Yes,Not specified,Father of infant,6,Yes,No,No other sounds are audible; this is a pristine recording,1,4,,,
10/11/2018 11:48:21,NLR,Salali - Mbendjele (Republic of Congo),"SR019MS.WAV, SR019XY.WAV",,MBE15,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",MS,,,Female,Mother,Yes,Not specified,Mother of infant,2,Yes,No,Adult(s),1,5,,,
11/7/2018 14:17:59,CMB,Sagar - Arawak (Guyana),"ZOOM0011.WAV, ZOOM0012.WAV",IDS Sam Ville.numbers,ARA01,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,"ZOOM0011.WAV: Infant-directed, ZOOM0012.WAV: adult-directed",,Female,Mother,Yes,Not specified,Mother of infant,,No age was specified,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,1,,,
11/7/2018 14:25:43,CMB,Sagar - Arawak (Guyana),"ZOOM0013.WAV, ZOOM0015.WAV, ZOOM0016.WAV, ZOOM0019.WAV",IDS Sam Ville.numbers,ARA02,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,"Infant song: ZOOM0013.WAV, infant speech: ZOOM0015.WAV, adult song: ZOOM0016.WAV, adult speech: ZOOM0019.WAV",,Female,Mother,Yes,Not specified,Mother of infant,,No age was specified,No,"Infant(s), Child or children, Outdoor sounds (e.g. birds, trees rustling)",1,2,,,
11/7/2018 14:33:48,CMB,Sagar - Arawak (Guyana),"ZOOM0020.WAV, ZOOM0021.WAV, ZOOM0022.WAV, ZOOM0023.WAV",IDS Sam Ville.numbers,ARA03,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,"Infant song: ZOOM0020.WAV, infant speech: ZOOM0021.WAV, adult song: ZOOM0022.WAV, adult speech: ZOOM0023.WAV",,Female,Mother,Yes,Not specified,Mother of infant,,No age was specified,No,"Child or children, Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,2,,"We sing to an adult when: companionship, Sagar data might be unreliable.",
11/7/2018 14:40:26,CMB,Sagar - Arawak (Guyana),ZOOM0025.WAV,IDS Sam Ville.numbers,ARA04,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Female,Great grandmother,Yes,Not specified,Great grandmother of infant,,No age was specified,No,"Infant(s), Child or children, Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,2,,"We sing to an adult when: companionship, Sagar data might be unreliable.",
11/7/2018 14:48:16,CMB,Sagar - Arawak (Guyana),ZOOM0026.WAV,IDS Sam Ville.numbers,ARA05,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Female,Mother,Yes,Not specified,Mother of infant,,No age was specified,No,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,2,,"We sing to an adult when: companionship, Sagar data might be unreliable.",
11/7/2018 14:55:41,CMB,Sagar - Arawak (Guyana),ZOOM0027.WAV,IDS Sam Ville.numbers,ARA06,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Female,Aunt,Yes,Not specified,Aunt of infant,,No age was specified,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,2,,"We sing to an adult when: caring, Sagar data might be unreliable.",
11/7/2018 15:56:28,CMB,Sagar - Arawak (Guyana),ZOOM0028.WAV,IDS Sam Ville.numbers,ARA07,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Female,Mother,Yes,Not specified,Mother of infant,,No age was specified,No,"Infant(s), Outdoor sounds (e.g. birds, trees rustling)",2,2,,"We sing to an adult when: caring, Sagar data might be unreliable.",
11/7/2018 16:21:22,CMB,Sagar - Arawak (Guyana),ZOOM0032.WAV,IDS Sam Ville.numbers,ARA09,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,Aunt,Yes,Not specified,Aunt of infant,,No age was specified,No,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,2,,"We sing to an adult when: companionship, Sagar data might be unreliable.",
11/7/2018 16:34:51,CMB,Sagar - Arawak (Guyana),ZOOM0033.WAV,IDS Sam Ville.numbers,ARA10,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Female,Mother,Yes,Not specified,Mother of infant,,No age was specified,No,"Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,2,,"We sing to an adult when: companionship, Sagar data might be unreliable.",
11/28/2018 13:18:36,CMB,Sagar - Arawak (Guyana),ZOOM0034.WAV,IDS Sam Ville.numbers,ARA11,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Not specified,,No,,,,,No,"Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,2,,"Data in .numbers file is for wrong file (says ZOOM34, but it's actually ZOOM35, so no researcher data for this subject). Sagar data might be unreliable.",
11/28/2018 13:25:48,CMB,Sagar - Arawak (Guyana),ZOOM0031.WAV,IDS Sam Ville.numbers,ARA08,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Male,Father,Yes,Not specified,Father of infant,,No age was specified,No,"Child or children, Outdoor sounds (e.g. birds, trees rustling)",1,2,,"We sing to an adult when: caring. Data was written as mother but emailed to check: gender is indeed male, so father. Sagar data might be unreliable.",
11/28/2018 13:32:00,CMB,Sagar - Arawak (Guyana),ZOOM0035.WAV,IDS Sam Ville.numbers,ARA12,"Infant-directed song, Infant-directed speech, Adult-directed song, Adult-directed speech",No mic ID specified,,,Female,Aunt,Yes,Not specified,Aunt of infant,,No age was specified,No,"Infant(s), Adult(s), Outdoor sounds (e.g. birds, trees rustling)",2,2,,"Data was wrongly listed as for ZOOM34. We sing to an adult when: companionship, Sagar data might be unreliable.",
